topic_id,source_id,registered_in_sources_json,cited_role,exact_locator_available,media_artifact_path,findings_supported,findings_contradicted,findings_qualified,notes
g13-origin-bury-connections,muskett-suffolk-manorial-families-v3-1900,yes,supports,yes,,G13-RI-000188,,,"NEW source registered in Phase 1 (data/sources.json + validation worksheet). Muskett vol.3 pt.1 Chaplin-of-Bury pedigree: the 1672 will of Thomas Chaplin of Bury St Edmunds leaving 40 pounds to 'Mary Gurney my servant' beside the Jeremy Houchin New England debt - source_evidence RI-000188 CONTEXTUALIZES the attribution finding RI-000097 (Bury<->New England corridor). Names no John Gurney. Assimilates dump F-R3.11 (2026-07-10)."
g13-origin-migration-network,hingham-register,yes,supports,yes,,G13-RI-000189,,,"Hingham, Norfolk parish register: Ann Gurney x John Gilman marriage 1 Oct 1626 and Ann's burial 23 Nov 1651. Grounds the Gilman-Gurney family record RI-000189; journeys in-unit. Added 2026-07-10 (migration-network Ann Gurney increment)."
g13-origin-migration-network,davis-abel-lunt-1963,yes,supports,yes,,G13-RI-000189,,,"Davis, Ancestry of Abel Lunt (1963), pp.155-160: Gilman worsted-weaver family, children baptised West Dereham and Hingham, John Gilman Jr. to Exeter NH. Compiled genealogy; grounds RI-000189, journeys in-unit. Added 2026-07-10."
g13-origin-migration-network,pease-pennyghael,yes,supports,yes,,G13-RI-000190,,,"Pease 'Gurney family genealogy' (Pennyghael, 2021): identifies Ann as Francis Gurney's daughter by his first marriage. Compiled genealogy, not a record; grounds the open_question RI-000190 (sisterhood held at low confidence). Journeys in-unit. Added 2026-07-10."
g13-origin-migration-network,freebmd-freereg,yes,qualifies,yes,,,,G13-RI-000190,West Dereham marriage of Ann Gurney x Peter Woodcocke 8 Feb 1618/19 (NRO PD 192/2; FreeREG index) - the confounding same-name record that qualifies (weakens) the sisterhood open_question RI-000190. Journeys in-unit. Added 2026-07-10.
g13-origin-migration-network,blomefield-norfolk,yes,context_for,yes,,G13-RI-000191,,,"Blomefield, Topographical History of Norfolk, vol.2 (1805) p.445: Hingham held the ancient manor of 'Hingham Gurneys'. Context_for the corridor-bearing analysis RI-000191 (marriage in Gurney manorial territory). Journeys in-unit. Added 2026-07-10."
g13-identity-candidate-b,findmypast-uk-parish-baptisms,yes,supports,yes,sources/validations/findmypast-uk-parish-baptisms.md,G13-RI-000192,,,"Peter Gurney baptism search (Britain-wide 1632-1642: twelve indexed baptisms, none fathered by a John Gurney) plus the Smallburgh 27 Feb 1641 Peter-son-of-Peter entry - supports the Peter naming-gap analysis RI-000192."
g13-identity-candidate-b,sprague-braintree,yes,supports,yes,,G13-RI-000193,,,"p.695 John Gurney child roster (Sarah, Mary, Richard, John, Peter - no Francis) - supports the absence-of-Francis naming analysis RI-000193. Also cited cross_unit in g13-identity-assessment; evidence home g13-family-family-group/wives-marriages/mendon."
g13-identity-candidate-b,history-of-weymouth,yes,supports,yes,,G13-RI-000193,,,vol.3 p.251 John Gurney family roster (no Francis) - second witness to the roster behind the absence-of-Francis analysis RI-000193.
g13-identity-assessment,findmypast-uk-parish-baptisms,yes,supports,yes,sources/validations/findmypast-uk-parish-baptisms.md,G13-RI-000194,,,Gurney-surname baptism searches (John-Gurney-father and by child forename set): no cluster matching the colonial family signature 1620-1640 - negative_within_scope on the children-search matrix RI-000194. Also item-linked in g13-identity-candidate-b (RI-000192).
g13-identity-assessment,ancestry-norfolk-1535-1812,yes,supports,yes,,G13-RI-000194,,,"Ancestry Norfolk parish registers 1535-1812 index, same family-signature search, no matching cluster - negative_within_scope on the children-search matrix RI-000194. First graph citation; index-only source."
g13-origin-migration-network,brackett-genealogy-1907,yes,qualifies,yes,sources/corpus_supplement/brackett-genealogy-1907-origin-extract.md,G13-RI-000195,,,"NEW source (data/sources.json v1.19.0 + validation worksheet). The 1907 Brackett Genealogy's own 'meager' Norfolk (Wreningham) scrap, superseded by the modern compiled Sudbury reading - qualifies the compiled-level Brackett-brothers/Gurdon-geography analysis RI-000195."
g13-origin-migration-network,wikitree-brackett-20-richard-brackett,yes,supports,yes,,G13-RI-000195,,,"NEW source (data/sources.json v1.19.0 + validation worksheet). Richard Brackett's compiled Sudbury, Suffolk baptism (1610) - supports the Brackett-brothers/Gurdon-geography analysis RI-000195."
g13-origin-migration-network,hop-gurdon-brampton-1566-1650,yes,context_for,yes,,G13-RI-000195,,,"NEW source (data/sources.json v1.19.0 + validation worksheet). Brampton Gurdon's own 1621 Sudbury MP seat, 1556 Assington purchase, and Winthrop friendship - context_for the Brackett-brothers/Gurdon-geography analysis RI-000195; orienting biography, not a genealogical claim about any Gurney or Brackett."
g13-origin-migration-network,alumni-cantabrigienses-venn,yes,mentions,yes,,G13-RI-000079,,,"F-R4.5 Jenner datum now homed 2026-07-13 by a mentions-level source link to the existing weak-lever analysis RI-000079 (the 'A weak lever for origin' section: Jenner's Fordham-Essex origin and Coltishall-Norfolk ending, a passing-near-not-through instance). alumni-cantabrigienses-venn is now item-linked in-unit (mentions) as well as prose-cited ([^jenner-venn]), so it journeys here and the dump F-R4.5 row is properly 'assimilated' rather than a bare prose mention; also cited for the Warford negative in g13-origin-wardship-network (RI-000085)."
g13-family-mendon-descendants,boston-record-commissioners-ninth-report-1883,yes,supports,yes,,G13-RI-000196;G13-RI-000197,,,"Already registered (g13-colonial-record-coverage RI-000181). Same 26 Oct 1693 Samuel Gurney x Sarah Shapley marriage entry (p.210), cited here as its own source_evidence RI-000196 supporting the household-identification open_question RI-000197."
g13-origin-traditions,savage-dictionary,yes,context_for,yes,,G13-RI-000100,,,"Savage, A Genealogical Dictionary of the First Settlers of New England (Newgate entry): the Newgate family and legatees listed with no Gurney among them - context_for the de-conflation analysis RI-000100 (the 1615 tradition is the 1636 Newgate apprentice's biography, misattached). Added 2026-07-12 assimilating the legacy 'Newgate apprenticeship / 1636 record - de-conflated' block; this witness previously journeyed nowhere."
g13-origin-traditions,mhs-winthrop-papers-newgate-deed-1639,yes,context_for,yes,,G13-RI-000100,,,"MHS Winthrop Papers, 18 Dec 1639 deed 'John Newgate of Boston in New England Feltmaker' - Newgate's Boston feltmaker identity anchoring the Southwark-to-Boston reading; context_for the de-conflation analysis RI-000100. Added 2026-07-12 assimilating the legacy Newgate block; this witness previously journeyed nowhere."
g13-research-source-coverage,hotten-original-lists-1874,yes,negative_within_scope,yes,,G13-RI-000198,,,"Hotten's Original Lists (behind them TNA E157/20) carry no John Gurney passenger; the 'Richard Gum[m]y' entry reads Gummy, to Virginia. New negative_result RI-000198 (London port-emigration/livery search). Added 2026-07-12 assimilating the legacy Great-Migration-corridor block (l.330); previously journeyed nowhere."
g13-research-source-coverage,rollco-other-companies-gurney-1573-1653,yes,negative_within_scope,yes,,G13-RI-000198,,,"ROLLCO all-partner-company livery sweep: no East-Anglian Gurney apprentice; sole provincial tailoring-Gurney the eliminated Bucks Candidate-A family. RI-000198. Added 2026-07-12 (legacy l.330); previously journeyed nowhere."
g13-research-source-coverage,commissary-court-london-testamentary-index-marc-fitch,yes,negative_within_scope,yes,,G13-RI-000199,,,"Commissary Court of London index (Marc Fitch vol. IV p.296): five Gurney/Gourny records 1626-1700, no Francis. New negative_result RI-000199 (English probate/parish search). Added 2026-07-12 assimilating the legacy lead-dispositions block (l.393); previously journeyed nowhere."
g13-research-source-coverage,norfolk-wills-probate-index-1371-1858,yes,negative_within_scope,yes,,G13-RI-000199,,,"Norfolk probate + marriage-bond index: 102 Gurney + 4 Gourn-, no Francis in the 1640s-50s. RI-000199. Added 2026-07-12 assimilating the legacy lead-dispositions (l.393) and Mary/Nevis (l.144) blocks; previously journeyed nowhere."
g13-research-source-coverage,pcc-rivett-rattlesden-wills,yes,negative_within_scope,yes,,G13-RI-000199,,,"The two PCC Rattlesden Rivett wills (1610, 1626) name no Margaret and no Gurney, weakening the Rattlesden-Rivett parentage. RI-000199. Rivett family canonical on research/people/rivett-family-of-garveston.md. Added 2026-07-12 (legacy l.393); previously journeyed nowhere."
g13-research-source-coverage,findmypast-norfolk-baptisms-index,yes,negative_within_scope,yes,,G13-RI-000199,,,"No John-son-of-Francis baptism; the Gillingham Mary Garny 1624 a distinct single-daughter family. RI-000199. Added 2026-07-12 assimilating the legacy lead-dispositions block (l.393); previously journeyed nowhere (was reserved external on the Earsham forward-genealogy, a separate use)."
g13-research-source-coverage,fs-england-norfolk-parish-registers-1510-1997,yes,negative_within_scope,yes,,G13-RI-000199,,,"Norfolk parish-register sweep for John's family and a reverse-trace of Mary's birth family: no matching household. RI-000199. Added 2026-07-12 assimilating the legacy Mary/Nevis block (l.144); previously journeyed nowhere."
g13-identity-other-eliminations,fs-england-marriages-1538-1973,yes,context_for,yes,,G13-RI-000117,,,"Robert Gvrney m. Mary Lame, 27 July 1622, Norwich (children Samuel 1623 St Stephen, Katherine 1639 St Benedict) - a Norfolk same-name household with a wife Mary, wrong groom forename and too late for the emigrant. context_for the Norfolk household-density evidence RI-000117. Added 2026-07-12 (legacy l.330 comparators / l.393); the wildcard-negative itself is wives-marriages RI-000064."
g13-origin-migration-network,thompson-mobility-migration-1994,yes,context_for,yes,,G13-RI-000091,,,"Thompson, Mobility and Migration (1994): >2,000 East Anglian departures 1630s - the corridor-scale prior; context_for the Hingham/Norfolk corridor analysis RI-000091. Added 2026-07-12 assimilating the legacy Great-Migration-corridor block (l.330); previously journeyed nowhere (fischer carries the same prior on candidate-b RI-000170)."
g13-identity-candidate-b,fs-east-dereham-manor-court-books,yes,supports,yes,sources/corpus_supplement/paleo-2026-07-packet-53-east-dereham-courts-1623-1635.md,G13-RI-000207;G13-RI-000208,,,"1627/1636 Ellingfield ""formerly of Margery Gurney widow"" abuttals (source_evidence RI-000207) and the packet-53 1623-1635 whole-book walk negative (negative_result RI-000208), both feeding the pre-Francis-household finding RI-000209. Masters in sources/media/east-dereham-court-books-fts/_local/."
g13-identity-candidate-b,norfolk-wills-probate-index-1371-1858,yes,supports,yes,,G13-RI-000206,,,"Record 257086, Margery Gurnye widow of East Dereham, will 1602-03 ANF (source_evidence RI-000206); the same collection's complete 1585-1650 Gurney census is linked context_for the why-Dereham analysis RI-000210."
g13-family-mendon-descendants,lloyd-family-boston,yes,context_for,yes,,G13-RI-000135,,,Grisell Lloyd identification context on the Elizabeth Gurney x Timothy Cooper open question RI-000135 (context_for link). Row added 2026-07-19 to close a citation-map gap left by the mendon revision.
g13-family-mendon-descendants,pcc-prob11-461-dyer-lewis-nevis,yes,mentions,yes,,G13-RI-000135,,,PROB 11/461 (Dyer q.99) John Lewis of Nevis will mention linked to open question RI-000135. Row added 2026-07-19 to close a citation-map gap left by the mendon revision.
g13-identity-candidate-b,ancestry-norfolk-1535-1812,yes,supports,yes,,G13-RI-000154,,,Garveston register image 4033226_00540 expert read (packet 50): the competing Margarett Rivet 1 Feb 1577/8 baptism and brother Richard 1575 - supports the Margaret-identification finding RI-000154. Prose footnote and map row aligned 2026-07-19 (the item link predated the prose citation).
g13-identity-assessment,ancestry-england-select-births-christenings-9841,yes,cross_unit,yes,,,,,Cited here as a cross-reference; the source's graph items live in `g13-identity-inventory-method`. No item link in this unit by design.
g13-identity-assessment,ancestry-england-select-marriages-9852,yes,context_only,yes,,,,,"Cited in this unit's prose as context or as a finding-aid/catalogue reference; no graph item in any unit carries it, and none is intended."
g13-identity-assessment,england-wales-published-probate-indexes,yes,cross_unit,yes,,,,,Cited here as a cross-reference; the source's graph items live in `g13-identity-candidate-c`. No item link in this unit by design.
g13-identity-assessment,familysearch-fulltext-search,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-colonial-arrival-chronology`, `g13-colonial-braintree-community`, `g13-colonial-frontier-rights` and 10 further unit(s). No item link in this unit by design."
g13-identity-assessment,findmypast-bucks-baptism-index,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-identity-candidate-a`, `g13-identity-inventory-method`, `g13-identity-shape-matrix`. No item link in this unit by design."
g13-identity-assessment,findmypast-bucks-burial-index,yes,cross_unit,yes,,,,,Cited here as a cross-reference; the source's graph items live in `g13-identity-candidate-a`. No item link in this unit by design.
g13-identity-assessment,findmypast-bucks-marriage-index,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-identity-candidate-a`, `g13-identity-shape-matrix`. No item link in this unit by design."
g13-identity-assessment,findmypast-county-baptism-sets-2026-07-sweep,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-identity-inventory-method`, `g13-identity-shape-matrix`. No item link in this unit by design."
g13-identity-assessment,findmypast-hertfordshire-banns-marriages,yes,cross_unit,yes,,,,,Cited here as a cross-reference; the source's graph items live in `g13-identity-candidate-c`. No item link in this unit by design.
g13-identity-assessment,freebmd-freereg,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-identity-candidate-b`, `g13-identity-inventory-method`, `g13-identity-shape-matrix` and 1 further unit(s). No item link in this unit by design."
g13-identity-assessment,tna-e115-180-113-certificate-of-residence-1641,yes,cross_unit,yes,,,,,Cited here as a cross-reference; the source's graph items live in `g13-identity-candidate-a`. No item link in this unit by design.
g13-identity-assessment,tna-pcc-west-barsham-gournay-wills,yes,context_only,yes,,,,,"Cited in this unit's prose as context or as a finding-aid/catalogue reference; no graph item in any unit carries it, and none is intended."
g13-identity-assessment,torrey-new-england-marriages-prior-1700,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-family-colonial-collaterals`, `g13-family-family-group`, `g13-family-mendon-descendants` and 3 further unit(s). No item link in this unit by design."
g13-identity-assessment,ukda-4816-pcc-wills-index,yes,context_only,yes,,,,,"Cited in this unit's prose as context or as a finding-aid/catalogue reference; no graph item in any unit carries it, and none is intended."
g13-identity-candidate-a,ancestry-england-select-marriages-9852,yes,context_only,yes,,,,,"Cited in this unit's prose as context or as a finding-aid/catalogue reference; no graph item in any unit carries it, and none is intended."
g13-identity-candidate-a,braintree-records-1640-1793-1886,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-colonial-frontier-rights`, `g13-colonial-record-coverage`, `g13-family-wives-marriages` and 2 further unit(s). No item link in this unit by design."
g13-identity-candidate-a,bucks-archives-catalogue,yes,cross_unit,yes,,,,,Cited here as a cross-reference; the source's graph items live in `g13-identity-shape-matrix`. No item link in this unit by design.
g13-identity-candidate-a,england-wales-published-probate-indexes,yes,cross_unit,yes,,,,,Cited here as a cross-reference; the source's graph items live in `g13-identity-candidate-c`. No item link in this unit by design.
g13-identity-candidate-a,findmypast-hertfordshire-banns-marriages,yes,cross_unit,yes,,,,,Cited here as a cross-reference; the source's graph items live in `g13-identity-candidate-c`. No item link in this unit by design.
g13-identity-candidate-a,findmypast-hertfordshire-baptisms,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-identity-candidate-c`, `g13-identity-inventory-method`. No item link in this unit by design."
g13-identity-candidate-a,findmypast-uk-parish-baptisms,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-identity-assessment`, `g13-identity-candidate-b`, `g13-identity-candidate-c` and 3 further unit(s). No item link in this unit by design."
g13-identity-candidate-a,freebmd-freereg,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-identity-candidate-b`, `g13-identity-inventory-method`, `g13-identity-shape-matrix` and 1 further unit(s). No item link in this unit by design."
g13-identity-candidate-a,massachusetts-bay-records-v1-1853,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-colonial-arrival-chronology`, `g13-colonial-record-coverage`, `g13-colonial-weymouth-community`. No item link in this unit by design."
g13-identity-candidate-a,tna-discovery-catalogue,yes,context_only,yes,,,,,"Cited in this unit's prose as context or as a finding-aid/catalogue reference; no graph item in any unit carries it, and none is intended."
g13-identity-candidate-a,tna-pcc-gurney-elimination-corpus,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-identity-assessment`, `g13-identity-candidate-b`, `g13-identity-candidate-overview` and 1 further unit(s). No item link in this unit by design."
g13-identity-candidate-a,worcs-archives-pakington-westwood-park,yes,context_only,yes,,,,,"Cited in this unit's prose as context or as a finding-aid/catalogue reference; no graph item in any unit carries it, and none is intended."
g13-identity-candidate-ackworth,ancestry-england-select-marriages-9852,yes,context_only,yes,,,,,"Cited in this unit's prose as context or as a finding-aid/catalogue reference; no graph item in any unit carries it, and none is intended."
g13-identity-candidate-ackworth,braintree-records-1640-1793-1886,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-colonial-frontier-rights`, `g13-colonial-record-coverage`, `g13-family-wives-marriages` and 2 further unit(s). No item link in this unit by design."
g13-identity-candidate-ackworth,findmypast-bucks-marriage-index,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-identity-candidate-a`, `g13-identity-shape-matrix`. No item link in this unit by design."
g13-identity-candidate-ackworth,findmypast-county-baptism-sets-2026-07-sweep,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-identity-inventory-method`, `g13-identity-shape-matrix`. No item link in this unit by design."
g13-identity-candidate-ackworth,findmypast-hertfordshire-banns-marriages,yes,cross_unit,yes,,,,,Cited here as a cross-reference; the source's graph items live in `g13-identity-candidate-c`. No item link in this unit by design.
g13-identity-candidate-ackworth,freebmd-freereg,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-identity-candidate-b`, `g13-identity-inventory-method`, `g13-identity-shape-matrix` and 1 further unit(s). No item link in this unit by design."
g13-identity-candidate-ackworth,history-of-weymouth,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-colonial-arrival-chronology`, `g13-colonial-braintree-community`, `g13-colonial-weymouth-community` and 5 further unit(s). No item link in this unit by design."
g13-identity-candidate-b,ancestry-england-select-marriages-9852,yes,context_only,yes,,,,,"Cited in this unit's prose as context or as a finding-aid/catalogue reference; no graph item in any unit carries it, and none is intended."
g13-identity-candidate-b,bodge-soldiers-king-philips-war-1891,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-family-mendon-descendants`, `g13-identity-shape-matrix`. No item link in this unit by design."
g13-identity-candidate-b,england-wales-published-probate-indexes,yes,cross_unit,yes,,,,,Cited here as a cross-reference; the source's graph items live in `g13-identity-candidate-c`. No item link in this unit by design.
g13-identity-candidate-b,findmypast-county-baptism-sets-2026-07-sweep,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-identity-inventory-method`, `g13-identity-shape-matrix`. No item link in this unit by design."
g13-identity-candidate-b,findmypast-norfolk-banns-marriages-index,yes,cross_unit,yes,,,,,Cited here as a cross-reference; the source's graph items live in `g13-origin-age-baptism`. No item link in this unit by design.
g13-identity-candidate-b,findmypast-norfolk-baptisms-index,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-identity-shape-matrix`, `g13-research-source-coverage`. No item link in this unit by design."
g13-identity-candidate-b,nash-historical-sketch-weymouth-1885,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-colonial-arrival-chronology`, `g13-colonial-frontier-rights`, `g13-colonial-weymouth-community`. No item link in this unit by design."
g13-identity-candidate-b,tna-discovery-catalogue,yes,context_only,yes,,,,,"Cited in this unit's prose as context or as a finding-aid/catalogue reference; no graph item in any unit carries it, and none is intended."
g13-identity-candidate-b,ukda-4816-pcc-wills-index,yes,context_only,yes,,,,,"Cited in this unit's prose as context or as a finding-aid/catalogue reference; no graph item in any unit carries it, and none is intended."
g13-identity-candidate-c,england-wales-published-probate-indexes,yes,context_for,yes,,G13-RI-000220,,,Cited in 33-berkhamsted-candidates.md and carried on 1 graph item(s) in this unit.
g13-identity-candidate-c,findmypast-hertfordshire-banns-marriages,yes,negative_within_scope,yes,,G13-RI-000216,,,Cited in 33-berkhamsted-candidates.md and carried on 1 graph item(s) in this unit.
g13-identity-candidate-c,findmypast-hertfordshire-baptisms,yes,supports,yes,,G13-RI-000171;G13-RI-000172;G13-RI-000211;G13-RI-000213;G13-RI-000214;G13-RI-000215;G13-RI-000219,,,Cited in 33-berkhamsted-candidates.md and carried on 7 graph item(s) in this unit.
g13-identity-candidate-c,findmypast-hertfordshire-burials,yes,supports,yes,,G13-RI-000171;G13-RI-000172;G13-RI-000212;G13-RI-000213;G13-RI-000214;G13-RI-000217;G13-RI-000218,,,Cited in 33-berkhamsted-candidates.md and carried on 7 graph item(s) in this unit.
g13-identity-candidate-c,findmypast-uk-parish-baptisms,yes,supports,yes,,G13-RI-000211,,,Cited in 33-berkhamsted-candidates.md and carried on 1 graph item(s) in this unit.
g13-identity-candidate-c,fs-england-births-christenings,yes,discovery_only,yes,,G13-RI-000171;G13-RI-000212,,,Cited in 33-berkhamsted-candidates.md and carried on 2 graph item(s) in this unit.
g13-identity-candidate-overview,ancestry-england-select-births-christenings-9841,yes,cross_unit,yes,,,,,Cited here as a cross-reference; the source's graph items live in `g13-identity-inventory-method`. No item link in this unit by design.
g13-identity-candidate-overview,bates-ancient-iron-works-braintree-1898,yes,cross_unit,yes,,,,,Cited here as a cross-reference; the source's graph items live in `g13-colonial-braintree-community`. No item link in this unit by design.
g13-identity-candidate-overview,bodge-soldiers-king-philips-war-1891,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-family-mendon-descendants`, `g13-identity-shape-matrix`. No item link in this unit by design."
g13-identity-candidate-overview,braintree-records-1640-1793-1886,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-colonial-frontier-rights`, `g13-colonial-record-coverage`, `g13-family-wives-marriages` and 2 further unit(s). No item link in this unit by design."
g13-identity-candidate-overview,familysearch-fulltext-search,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-colonial-arrival-chronology`, `g13-colonial-braintree-community`, `g13-colonial-frontier-rights` and 10 further unit(s). No item link in this unit by design."
g13-identity-candidate-overview,findmypast-county-baptism-sets-2026-07-sweep,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-identity-inventory-method`, `g13-identity-shape-matrix`. No item link in this unit by design."
g13-identity-candidate-overview,freebmd-freereg,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-identity-candidate-b`, `g13-identity-inventory-method`, `g13-identity-shape-matrix` and 1 further unit(s). No item link in this unit by design."
g13-identity-candidate-overview,history-of-weymouth,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-colonial-arrival-chronology`, `g13-colonial-braintree-community`, `g13-colonial-weymouth-community` and 5 further unit(s). No item link in this unit by design."
g13-identity-candidate-overview,massachusetts-bay-records-v1-1853,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-colonial-arrival-chronology`, `g13-colonial-record-coverage`, `g13-colonial-weymouth-community`. No item link in this unit by design."
g13-identity-candidate-overview,porter-genealogy-richard-porter-1878,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-colonial-arrival-chronology`, `g13-colonial-weymouth-community`, `g13-origin-migration-network`. No item link in this unit by design."
g13-identity-candidate-overview,sprague-braintree,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-colonial-braintree-community`, `g13-family-family-group`, `g13-family-mendon-descendants` and 4 further unit(s). No item link in this unit by design."
g13-identity-candidate-overview,torrey-new-england-marriages-prior-1700,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-family-colonial-collaterals`, `g13-family-family-group`, `g13-family-mendon-descendants` and 3 further unit(s). No item link in this unit by design."
g13-identity-inventory-method,ancestry-england-select-births-christenings-9841,yes,context_for,yes,,G13-RI-000228;G13-RI-000231,,,Cited in 39-child-inventory-method.md and carried on 2 graph item(s) in this unit.
g13-identity-inventory-method,braintree-records-1640-1793-1886,yes,supports,yes,,G13-RI-000230,,,Cited in 39-child-inventory-method.md and carried on 1 graph item(s) in this unit.
g13-identity-inventory-method,dg-rec-pt3,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-identity-candidate-b`, `g13-identity-other-eliminations`. No item link in this unit by design."
g13-identity-inventory-method,findmypast-county-baptism-sets-2026-07-sweep,yes,supports,yes,,G13-RI-000230;G13-RI-000231,,,Cited in 39-child-inventory-method.md and carried on 2 graph item(s) in this unit.
g13-identity-inventory-method,findmypast-norfolk-baptisms-index,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-identity-shape-matrix`, `g13-research-source-coverage`. No item link in this unit by design."
g13-identity-inventory-method,findmypast-uk-parish-baptisms,yes,context_for,yes,,G13-RI-000228;G13-RI-000232,,,Cited in 39-child-inventory-method.md and carried on 2 graph item(s) in this unit.
g13-identity-inventory-method,freebmd-freereg,yes,supports,yes,,G13-RI-000228;G13-RI-000231,,,Cited in 39-child-inventory-method.md and carried on 2 graph item(s) in this unit.
g13-identity-inventory-method,fs-england-births-christenings,yes,context_for,yes,,G13-RI-000228,,,Cited in 39-child-inventory-method.md and carried on 1 graph item(s) in this unit.
g13-identity-inventory-method,heralds-visit-london-1633,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-identity-candidate-b`, `g13-identity-other-eliminations`. No item link in this unit by design."
g13-identity-inventory-method,history-of-weymouth,yes,qualifies,yes,,G13-RI-000230,,,Cited in 39-child-inventory-method.md and carried on 1 graph item(s) in this unit.
g13-identity-inventory-method,sprague-braintree,yes,qualifies,yes,,G13-RI-000230,,,Cited in 39-child-inventory-method.md and carried on 1 graph item(s) in this unit.
g13-identity-inventory-method,torrey-new-england-marriages-prior-1700,yes,supports,yes,,G13-RI-000230,,,Cited in 39-child-inventory-method.md and carried on 1 graph item(s) in this unit.
g13-identity-london-candidate,findmypast-uk-parish-baptisms,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-identity-assessment`, `g13-identity-candidate-b`, `g13-identity-candidate-c` and 3 further unit(s). No item link in this unit by design."
g13-identity-other-eliminations,ancestry-england-select-births-christenings-9841,yes,cross_unit,yes,,,,,Cited here as a cross-reference; the source's graph items live in `g13-identity-inventory-method`. No item link in this unit by design.
g13-identity-other-eliminations,ancestry-norfolk-1535-1812,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-identity-assessment`, `g13-identity-candidate-b`. No item link in this unit by design."
g13-identity-other-eliminations,british-archivist-bernau-1913,yes,cross_unit,yes,,,,,Cited here as a cross-reference; the source's graph items live in `g13-identity-candidate-b`. No item link in this unit by design.
g13-identity-other-eliminations,dg-rec-pt2,yes,supports,yes,,G13-RI-000233,,,Cited in 36-other-eliminations.md and carried on 1 graph item(s) in this unit.
g13-identity-other-eliminations,dg-rec-pt3,yes,supports,yes,,G13-RI-000233,,,Cited in 36-other-eliminations.md and carried on 1 graph item(s) in this unit.
g13-identity-other-eliminations,findmypast-county-baptism-sets-2026-07-sweep,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-identity-inventory-method`, `g13-identity-shape-matrix`. No item link in this unit by design."
g13-identity-other-eliminations,findmypast-norfolk-baptisms-index,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-identity-shape-matrix`, `g13-research-source-coverage`. No item link in this unit by design."
g13-identity-other-eliminations,freebmd-freereg,yes,cross_unit,yes,,,,,"Cited here as a cross-reference; the source's graph items live in `g13-identity-candidate-b`, `g13-identity-inventory-method`, `g13-identity-shape-matrix` and 1 further unit(s). No item link in this unit by design."
g13-identity-other-eliminations,heralds-visit-london-1633,yes,supports,yes,,G13-RI-000233,,,Cited in 36-other-eliminations.md and carried on 1 graph item(s) in this unit.
